campaign_id,channel,region,segment,quarter,spend_usd,impressions,clicks,leads_generated,conversions,revenue_usd,duration_days
CMP-0263,Email,Midwest,Mid-Market,2025-Q2,996.81,145857,5605,613,43,361850.11,14
CMP-0264,Webinars,Midwest,Mid-Market,2025-Q2,4525.35,672510,26784,4685,384,4742059.89,21
CMP-0265,LinkedIn Ads,Midwest,Enterprise,2025-Q2,1694.1,284480,7149,791,53,1017045.55,30
CMP-0266,LinkedIn Ads,Southeast,Enterprise,2025-Q1,5900.05,947414,19823,2871,203,4204174.79,30
CMP-0267,Google Ads,International,Mid-Market,2025-Q1,5187.58,457027,14412,1841,78,518688.62,30
CMP-0268,Content/SEO,Northeast,Enterprise,2024-Q3,503.47,52683,1083,132,4,53011.78,30
CMP-0269,Trade Shows,Midwest,Mid-Market,2025-Q1,12266.6,1863116,17173,2465,213,6286215.34,7
CMP-0270,Trade Shows,Midwest,Mid-Market,2024-Q3,19282.25,2759112,46831,4094,475,9708865.68,30
CMP-0271,Google Ads,Midwest,SMB,2025-Q1,5695.46,710945,33601,1934,50,272182.97,60
CMP-0272,Email,Midwest,SMB,2025-Q2,1103.16,186135,12976,1066,68,518054.8,30
CMP-0273,LinkedIn Ads,West,SMB,2025-Q1,6375.85,1135350,22346,2835,159,879122.42,30
CMP-0274,Content/SEO,International,Enterprise,2024-Q3,1026.88,108686,1547,215,5,104527.16,14
CMP-0275,Webinars,Midwest,Mid-Market,2025-Q1,1399.37,215522,13758,2220,207,3498231.67,7
CMP-0276,LinkedIn Ads,Northeast,Enterprise,2025-Q1,1205.51,149741,2935,540,55,1688181.82,21
CMP-0277,Email,Midwest,Mid-Market,2024-Q4,153.85,24296,593,112,7,49096.83,7
CMP-0278,LinkedIn Ads,International,Mid-Market,2025-Q2,4267.19,676865,18787,1672,101,1432560.5,7
CMP-0279,Google Ads,International,SMB,2025-Q1,5641.23,526054,22507,2101,58,196695.19,21
CMP-0280,Email,International,SMB,2024-Q4,992.75,116087,6155,1151,72,384398.56,21
CMP-0281,Email,Northeast,Mid-Market,2024-Q3,1225.95,172093,4074,322,28,331686.09,45
CMP-0282,Webinars,Midwest,Mid-Market,2025-Q1,1845.46,296819,19834,1524,105,1462101.61,14
CMP-0283,Google Ads,International,SMB,2024-Q4,3147.39,456259,19492,1983,107,381091.62,45
CMP-0284,Google Ads,West,Mid-Market,2024-Q4,9353.43,1023661,37300,2188,69,493041.45,14
CMP-0285,Trade Shows,Midwest,Mid-Market,2025-Q1,17681.89,2855225,31871,3562,353,10046318.77,14
CMP-0286,Email,Northeast,Mid-Market,2025-Q2,853.26,119016,5862,1113,97,961317.9,21
CMP-0287,Google Ads,Southeast,SMB,2025-Q1,5574.63,1019472,48682,7350,339,1296760.31,14
CMP-0288,Content/SEO,Northeast,SMB,2024-Q3,3244.5,579359,15069,2659,44,190736.54,30
CMP-0289,Email,Midwest,SMB,2024-Q3,763.95,68055,4163,450,27,162945.21,21
CMP-0290,Trade Shows,West,Mid-Market,2024-Q3,14030.25,2475746,20290,2333,213,4639790.33,21
CMP-0291,LinkedIn Ads,Midwest,SMB,2025-Q2,9904.22,1572865,26008,4065,203,2321888.44,7
CMP-0292,Webinars,International,Enterprise,2025-Q2,5594.9,952305,64706,11029,889,19423687.81,30
CMP-0293,Email,International,Mid-Market,2025-Q2,860.35,146256,6352,1182,108,1440952.56,30
CMP-0294,Webinars,International,Mid-Market,2024-Q4,3361.4,557884,23233,2105,161,1579241.46,14
CMP-0295,Google Ads,West,SMB,2025-Q1,2684.49,479502,24203,3604,111,526751.87,30
CMP-0296,LinkedIn Ads,Midwest,Mid-Market,2024-Q3,8743.55,1185396,22081,2026,170,2816306.59,7
CMP-0297,Content/SEO,West,Mid-Market,2025-Q1,1050.58,138551,5326,291,9,89367.54,30
CMP-0298,Google Ads,Southeast,SMB,2024-Q3,5841.48,1165602,34168,5938,193,878231.48,30
CMP-0299,Google Ads,Midwest,SMB,2025-Q1,9398.92,1094820,24616,2405,81,403678.59,7
CMP-0300,Google Ads,International,Enterprise,2024-Q4,2436.53,233705,10444,1323,45,477410.45,21
CMP-0301,Google Ads,International,SMB,2025-Q1,2822.12,421795,15257,2066,69,334306.61,21
CMP-0302,Email,Midwest,Mid-Market,2024-Q3,1050.2,158768,9317,540,70,632658.63,30
CMP-0303,LinkedIn Ads,Midwest,Enterprise,2024-Q3,5893.62,1160511,18053,1091,126,3652300.14,45
CMP-0304,LinkedIn Ads,West,Enterprise,2024-Q4,7881.5,791045,16413,867,76,2677780.72,30
CMP-0305,Webinars,West,SMB,2025-Q1,4157.99,772529,48259,6644,542,4004633.48,7
CMP-0306,Content/SEO,West,Mid-Market,2024-Q4,1620.15,174482,4600,861,21,214654.32,30
CMP-0307,Email,International,SMB,2025-Q2,1051.81,120308,4253,724,50,294573.85,60
CMP-0308,Email,International,Enterprise,2025-Q2,471.95,60181,1515,227,19,389974.84,30
CMP-0309,Content/SEO,West,Enterprise,2025-Q1,270.1,24881,580,43,1,14767.78,30
CMP-0310,LinkedIn Ads,International,Enterprise,2025-Q2,4378.21,536083,13383,1276,103,2945140.56,7
CMP-0311,Trade Shows,Southeast,SMB,2025-Q1,21760.14,2098935,22843,3131,228,2860302.32,30
CMP-0312,LinkedIn Ads,Northeast,Mid-Market,2025-Q1,7788.48,676331,10323,1164,116,1631723.08,30
CMP-0313,Content/SEO,Northeast,SMB,2025-Q1,3516.81,678218,18876,988,14,93743.37,30
CMP-0314,Email,Midwest,Mid-Market,2024-Q3,690.75,82467,5091,601,42,449998.26,14
CMP-0315,Trade Shows,International,Mid-Market,2024-Q3,13244.02,2084203,46636,3939,279,8290337.6,30
CMP-0316,Google Ads,West,Enterprise,2025-Q1,3284.25,588160,16010,1486,60,902962.53,21
CMP-0317,Content/SEO,Midwest,SMB,2025-Q2,3179.73,558077,14788,1127,24,123767.29,14
CMP-0318,Webinars,West,Enterprise,2025-Q1,2628.76,329078,20532,1741,205,3173677.73,14
CMP-0319,LinkedIn Ads,Southeast,SMB,2025-Q1,3158.73,342967,5052,941,28,137409.77,30
CMP-0320,Google Ads,Southeast,SMB,2025-Q1,3447.5,618159,30000,2268,85,222034.4,30
CMP-0321,Webinars,Southeast,SMB,2024-Q3,373.83,67551,6799,503,36,198428.96,14
CMP-0322,Google Ads,Northeast,SMB,2024-Q3,1465.65,147766,5922,633,20,102869.01,30
CMP-0323,Google Ads,Northeast,Enterprise,2024-Q4,5871.02,1124284,62643,6771,372,6941661.38,30
CMP-0324,Google Ads,Midwest,Mid-Market,2024-Q3,4683.5,899160,31034,2787,186,1812166.11,14
CMP-0325,Webinars,International,SMB,2025-Q2,4515.72,545374,30400,3597,295,2613114.76,14
CMP-0326,LinkedIn Ads,Midwest,Mid-Market,2025-Q1,4428.75,805784,11339,718,46,722438.1,60
CMP-0327,Trade Shows,Southeast,SMB,2025-Q2,12513.66,2067456,17058,1551,128,1073596.87,45
CMP-0328,Google Ads,Southeast,SMB,2025-Q2,5433.34,1024310,51730,8929,257,1458032.33,21
CMP-0329,Webinars,West,SMB,2025-Q2,5203.43,585885,25224,1982,126,611998.51,21
CMP-0330,Webinars,International,SMB,2024-Q3,4022.43,780303,37582,2651,235,1855217.59,30
CMP-0331,LinkedIn Ads,Northeast,Enterprise,2025-Q2,7630.45,1463417,38343,6638,829,26318697.19,45
CMP-0332,LinkedIn Ads,Northeast,SMB,2025-Q2,6666.79,616908,12926,1764,72,529612.44,60
CMP-0333,Google Ads,Northeast,SMB,2024-Q4,5346.68,493989,29509,2239,52,233688.02,60
CMP-0334,Webinars,Southeast,SMB,2025-Q1,3401.04,413914,28429,1636,123,694795.15,21
CMP-0335,Google Ads,Northeast,Mid-Market,2025-Q1,5789.01,980783,34401,2114,98,814315.93,14
CMP-0336,Google Ads,Southeast,Enterprise,2024-Q4,1461.31,264363,3617,300,21,275646.26,45
CMP-0337,LinkedIn Ads,Northeast,Mid-Market,2025-Q2,5976.06,859289,17698,971,33,433940.78,14
CMP-0338,Content/SEO,Southeast,Mid-Market,2024-Q3,1657.45,215667,5674,382,15,139305.5,30
CMP-0339,Google Ads,Midwest,Enterprise,2025-Q1,6818.15,1211997,35062,4970,189,2361582.02,14
CMP-0340,LinkedIn Ads,International,Mid-Market,2025-Q2,4111.13,523886,10026,774,54,757832.33,7
CMP-0341,LinkedIn Ads,West,Mid-Market,2024-Q4,1713.82,240434,4766,761,52,895908.66,30
CMP-0342,LinkedIn Ads,Southeast,Mid-Market,2024-Q4,3667.42,615317,19109,3318,228,3254162.11,21
CMP-0343,Webinars,West,Mid-Market,2025-Q1,100.0,10994,663,87,8,90761.29,14
CMP-0344,Webinars,Midwest,SMB,2025-Q1,5761.45,699997,34124,5141,526,2870356.72,14
CMP-0345,Trade Shows,Midwest,SMB,2025-Q2,21411.82,2022271,28025,5346,582,5778072.42,14
CMP-0346,LinkedIn Ads,Northeast,Enterprise,2024-Q3,1128.13,198174,6462,1025,60,2093748.24,45
CMP-0347,Google Ads,Midwest,Mid-Market,2024-Q4,4421.66,794209,24942,4794,164,1096984.68,14
CMP-0348,LinkedIn Ads,Northeast,Mid-Market,2024-Q4,4529.76,367645,4362,779,42,776461.24,14
CMP-0349,Content/SEO,West,Mid-Market,2025-Q1,4429.14,753726,27833,1942,47,428144.49,7
CMP-0350,LinkedIn Ads,Midwest,SMB,2024-Q3,2670.66,241723,3363,213,7,62319.81,14
CMP-0351,LinkedIn Ads,International,SMB,2024-Q3,669.58,85270,1253,162,9,53245.52,45
CMP-0352,Content/SEO,West,Mid-Market,2024-Q3,1193.64,153996,2571,390,20,151571.41,14
CMP-0353,Email,International,Mid-Market,2025-Q2,674.99,72628,3924,438,42,333977.82,45
CMP-0354,Content/SEO,West,Enterprise,2024-Q3,2481.78,305897,6206,935,35,544080.03,60
CMP-0355,Google Ads,West,SMB,2024-Q4,6981.76,983380,25486,3712,89,235566.02,30
CMP-0356,Content/SEO,International,Mid-Market,2025-Q2,2222.29,385660,14150,741,20,157206.12,30
CMP-0357,LinkedIn Ads,West,Enterprise,2024-Q4,4199.04,821579,13631,957,57,1436683.94,7
CMP-0358,Email,Southeast,Enterprise,2024-Q3,1295.48,142670,9514,1403,122,2078778.62,30
CMP-0359,Google Ads,Southeast,Enterprise,2024-Q3,4081.96,554494,20823,1083,55,742646.49,7
CMP-0360,Email,Northeast,Mid-Market,2025-Q2,581.66,92867,3218,626,75,1107988.64,21
CMP-0361,Google Ads,International,Mid-Market,2024-Q4,5252.64,515192,18099,3216,97,924254.9,45
CMP-0362,Email,Midwest,Mid-Market,2024-Q3,447.57,71352,2593,376,28,282588.04,30
CMP-0363,LinkedIn Ads,International,SMB,2024-Q3,3304.19,301772,4849,847,47,401155.26,14
CMP-0364,LinkedIn Ads,Midwest,Mid-Market,2025-Q1,2256.23,183990,2638,345,26,678132.48,7
CMP-0365,Email,Southeast,Mid-Market,2025-Q2,583.9,80347,2414,170,13,138810.08,7
CMP-0366,Google Ads,West,Mid-Market,2024-Q3,3977.81,470163,8266,1019,49,484298.01,30
CMP-0367,LinkedIn Ads,West,Enterprise,2025-Q1,5973.91,661964,8846,1509,120,3130845.61,30
CMP-0368,Content/SEO,West,Mid-Market,2024-Q3,1364.77,146199,4514,598,13,121665.54,14
CMP-0369,LinkedIn Ads,Northeast,Enterprise,2025-Q1,3623.24,310769,5519,520,40,1256412.99,14
CMP-0370,LinkedIn Ads,West,Mid-Market,2024-Q4,2740.91,513196,9621,588,49,853784.9,14
CMP-0371,Trade Shows,International,Enterprise,2025-Q2,12425.2,2435162,31624,4560,686,34094632.02,14
CMP-0372,LinkedIn Ads,Northeast,Mid-Market,2025-Q1,7427.12,902209,9578,1650,87,1288563.98,14
CMP-0373,Google Ads,West,SMB,2025-Q2,4227.32,838264,36871,1844,98,527192.1,21
CMP-0374,LinkedIn Ads,Northeast,SMB,2024-Q4,4758.07,483715,7820,698,28,212737.6,45
CMP-0375,LinkedIn Ads,West,Mid-Market,2024-Q4,5771.3,945246,15009,1234,77,1064590.63,7
CMP-0376,Google Ads,Midwest,Mid-Market,2025-Q2,4747.83,897161,22639,2477,91,666634.35,14
CMP-0377,LinkedIn Ads,West,Mid-Market,2025-Q1,8506.19,762345,15091,1833,156,2551935.34,30
CMP-0378,LinkedIn Ads,International,Enterprise,2024-Q4,9354.18,1648226,18471,2224,190,4651816.61,30
CMP-0379,LinkedIn Ads,International,Enterprise,2024-Q3,3812.66,506255,8074,1183,79,2071192.14,30
CMP-0380,Webinars,West,SMB,2024-Q4,2588.97,462023,27086,4711,220,1633001.83,30
CMP-0381,Email,West,SMB,2024-Q4,986.62,127961,8623,1670,191,1140838.46,14
CMP-0382,Email,Northeast,Enterprise,2024-Q4,858.21,147305,5513,708,80,1146187.72,7
CMP-0383,LinkedIn Ads,Midwest,Enterprise,2025-Q2,6887.35,869268,10131,1805,113,2694274.85,21
CMP-0384,Google Ads,Midwest,Enterprise,2025-Q1,4900.48,510732,16384,1453,90,1439286.93,45
CMP-0385,Email,West,Enterprise,2025-Q1,337.47,45284,4009,763,88,1980220.94,14
CMP-0386,Google Ads,International,SMB,2024-Q4,6440.39,646517,14412,840,40,138306.12,21
CMP-0387,Content/SEO,West,Mid-Market,2024-Q4,2052.32,401390,11626,781,19,169728.67,7
CMP-0388,Email,Southeast,Mid-Market,2025-Q1,669.42,116342,4176,482,55,709103.55,45
CMP-0389,LinkedIn Ads,Southeast,SMB,2024-Q4,5306.6,826163,25202,4056,205,1549713.19,14
CMP-0390,Webinars,West,Mid-Market,2025-Q1,4087.77,360364,10878,839,65,1181841.8,30
CMP-0391,Email,West,SMB,2025-Q2,1312.8,261627,14235,735,54,374105.69,21
CMP-0392,Google Ads,Northeast,Enterprise,2025-Q1,6648.37,1090911,26510,3667,188,3003828.31,14
CMP-0393,Content/SEO,Midwest,Mid-Market,2024-Q4,1816.51,154762,2344,363,17,129861.02,21
CMP-0394,Google Ads,International,Mid-Market,2025-Q1,5678.7,495815,14669,2260,88,579435.27,21
CMP-0395,Webinars,International,SMB,2024-Q3,2481.71,236833,12942,1761,103,814150.53,14
CMP-0396,LinkedIn Ads,Northeast,Enterprise,2024-Q3,2860.19,430661,7716,751,78,2320295.35,30
CMP-0397,LinkedIn Ads,Northeast,Mid-Market,2025-Q1,4541.35,794204,12666,1364,146,1665414.82,30
CMP-0398,Google Ads,Northeast,Enterprise,2025-Q1,6331.97,1049764,42060,5755,207,4007683.84,45
CMP-0399,LinkedIn Ads,Southeast,SMB,2025-Q2,7155.29,1179491,11903,1778,98,756137.1,45
CMP-0400,Google Ads,International,SMB,2025-Q1,5195.33,614967,14925,874,28,85278.01,21
CMP-0401,Webinars,Northeast,SMB,2024-Q4,4212.91,650660,41437,7067,491,2540865.97,21
CMP-0402,Webinars,Northeast,Enterprise,2025-Q2,2021.29,324630,17886,2850,217,5028548.48,21
CMP-0403,LinkedIn Ads,Southeast,Enterprise,2025-Q2,3414.19,439198,9942,898,80,1902656.47,45
CMP-0404,LinkedIn Ads,Northeast,Mid-Market,2025-Q1,4652.19,906038,18223,1940,111,1605301.08,21
CMP-0405,Google Ads,Southeast,Mid-Market,2025-Q2,10341.51,1976723,48101,8691,328,3130615.05,45
CMP-0406,Google Ads,International,Mid-Market,2025-Q1,8941.37,1263133,40527,2755,158,1117667.32,45
CMP-0407,Google Ads,Southeast,Enterprise,2024-Q4,6906.1,1225373,49481,9493,625,8264513.49,14
CMP-0408,Content/SEO,West,Mid-Market,2025-Q1,1796.27,326727,14044,1509,57,479838.0,21
CMP-0409,Google Ads,West,Mid-Market,2025-Q1,2779.61,498788,31772,5542,215,1831738.57,45
CMP-0410,Content/SEO,International,SMB,2025-Q1,2361.42,220817,6625,736,21,98107.02,30
CMP-0411,LinkedIn Ads,Midwest,Mid-Market,2024-Q3,7991.31,1016291,14696,1041,68,967508.01,60
CMP-0412,LinkedIn Ads,West,Mid-Market,2024-Q3,100.0,18558,443,55,2,30146.8,60
CMP-0413,Google Ads,Northeast,Mid-Market,2024-Q3,1393.14,182032,9834,1649,84,609903.17,30
CMP-0414,LinkedIn Ads,Northeast,Mid-Market,2025-Q1,5710.81,676745,19990,2786,180,2711396.49,60
CMP-0415,LinkedIn Ads,Northeast,Mid-Market,2024-Q3,1977.23,158232,2519,471,34,584248.18,14
CMP-0416,Google Ads,Northeast,SMB,2024-Q3,6023.45,704288,16727,1443,54,206571.0,30
CMP-0417,Google Ads,West,SMB,2024-Q4,7005.69,847332,23703,2764,103,619825.85,45
CMP-0418,Webinars,Midwest,Enterprise,2024-Q4,3916.04,540365,32205,6377,558,14210100.03,21
CMP-0419,Trade Shows,West,SMB,2024-Q3,10123.17,818335,12099,1337,153,1712282.23,14
CMP-0420,Webinars,Northeast,SMB,2024-Q3,3853.08,442963,17855,2010,184,1039424.63,45
CMP-0421,Email,Northeast,Mid-Market,2024-Q3,377.47,44710,1464,109,7,74159.76,30
CMP-0422,Google Ads,West,Enterprise,2024-Q4,5470.0,795096,22111,1363,69,1038367.53,45
CMP-0423,Google Ads,West,SMB,2024-Q4,3816.82,673126,21551,4248,158,1039797.86,45
CMP-0424,Trade Shows,Midwest,SMB,2024-Q4,15173.57,2664066,14759,2375,180,2447258.76,21
CMP-0425,Google Ads,Southeast,Enterprise,2024-Q3,3734.37,379005,11686,1271,61,927006.91,60
CMP-0426,LinkedIn Ads,International,Mid-Market,2025-Q1,9086.35,1217878,33204,4305,334,5583945.85,30
CMP-0427,Trade Shows,Northeast,Mid-Market,2024-Q4,17697.37,2730706,29143,5062,690,25058662.23,14
CMP-0428,LinkedIn Ads,Midwest,Enterprise,2024-Q4,7303.82,1098359,20417,2632,249,8174320.09,14
CMP-0429,Email,Southeast,Enterprise,2025-Q2,100.0,10392,545,60,5,77640.04,45
CMP-0430,Content/SEO,Midwest,Enterprise,2024-Q3,1463.83,277101,6399,325,10,160533.61,14
CMP-0431,Trade Shows,International,Mid-Market,2024-Q4,18313.63,2666487,20930,3823,675,27348910.68,14
CMP-0432,Google Ads,International,Mid-Market,2024-Q3,7151.94,862944,22702,4377,229,2477623.43,45
CMP-0433,Google Ads,Midwest,Mid-Market,2024-Q3,8406.61,936581,28835,4141,167,1465465.79,45
CMP-0434,Email,West,SMB,2024-Q3,1248.84,219240,7450,1303,55,339202.13,21
CMP-0435,Google Ads,Northeast,Enterprise,2024-Q4,4182.52,627421,16684,1995,97,2235588.08,30
CMP-0436,Google Ads,Southeast,Enterprise,2025-Q1,3564.89,447955,14269,940,27,448257.69,30
CMP-0437,Webinars,Northeast,SMB,2025-Q2,6896.39,1115012,82091,12314,452,2951817.29,7
CMP-0438,Google Ads,International,Mid-Market,2024-Q4,5334.4,975319,25808,4924,357,2814862.96,45
CMP-0439,LinkedIn Ads,Midwest,Mid-Market,2024-Q3,3898.17,395313,21319,1411,100,1863303.57,14
CMP-0440,Google Ads,Midwest,Mid-Market,2025-Q1,7249.6,818439,18846,3282,181,1660006.43,14
CMP-0441,Google Ads,Northeast,Mid-Market,2025-Q2,5760.3,1053859,19205,2881,150,1180025.57,30
CMP-0442,Trade Shows,West,Enterprise,2024-Q4,13164.65,1894346,15333,2064,221,10658920.55,21
CMP-0443,Email,West,Mid-Market,2025-Q1,830.79,125454,5859,461,48,648975.93,30
CMP-0444,Email,Southeast,Mid-Market,2024-Q3,1126.74,124952,6721,1116,92,566662.77,45
CMP-0445,Content/SEO,International,Enterprise,2024-Q4,100.0,16845,424,23,0,0.0,60
CMP-0446,Google Ads,Northeast,Mid-Market,2024-Q4,2773.01,545438,17291,2208,70,630460.33,21
CMP-0447,LinkedIn Ads,West,Enterprise,2025-Q2,7294.48,914431,14017,2763,307,8016039.68,21
CMP-0448,LinkedIn Ads,International,SMB,2025-Q1,8443.86,941397,15898,1800,93,624587.18,30
CMP-0449,Email,International,SMB,2024-Q3,886.97,173803,7091,1386,96,588163.4,30
CMP-0450,LinkedIn Ads,Midwest,Mid-Market,2024-Q4,9552.44,1087356,18919,1848,149,2221451.2,30
CMP-0451,Email,International,Mid-Market,2025-Q1,877.02,124334,7887,512,57,411192.22,7
CMP-0452,Content/SEO,Southeast,SMB,2025-Q2,2220.81,381893,7051,782,24,127765.31,45
CMP-0453,Email,International,Mid-Market,2025-Q1,1105.48,128363,8100,628,48,663647.43,14
CMP-0454,Email,International,SMB,2024-Q3,330.69,65529,2857,232,14,65115.9,30
CMP-0455,LinkedIn Ads,International,Mid-Market,2025-Q2,8777.92,1634700,27509,1733,139,2118544.19,21
CMP-0456,Webinars,International,SMB,2024-Q4,1852.07,356674,32771,2993,297,1449683.53,30
CMP-0457,Trade Shows,Southeast,Enterprise,2025-Q1,14339.15,1813426,18531,1712,343,18428085.66,60
CMP-0458,LinkedIn Ads,West,Mid-Market,2024-Q3,4999.12,968440,18687,1547,133,1707738.11,21
CMP-0459,Email,International,Enterprise,2025-Q2,702.92,70406,1797,185,15,262686.1,30
CMP-0460,Webinars,Southeast,Mid-Market,2024-Q4,4454.23,493393,18189,3457,334,3729055.07,21
CMP-0461,Content/SEO,Midwest,Mid-Market,2025-Q1,2256.22,338091,9771,1657,56,628643.71,21
CMP-0462,LinkedIn Ads,West,SMB,2024-Q3,3585.48,523357,9323,1049,52,415675.99,45
CMP-0463,Email,West,Mid-Market,2024-Q3,692.54,126695,3286,314,23,218941.07,14
CMP-0464,Content/SEO,International,Enterprise,2024-Q3,1515.83,292237,5467,554,23,396193.08,14
CMP-0465,Webinars,Southeast,Mid-Market,2025-Q1,3917.52,445888,22963,1782,142,1831020.73,21
CMP-0466,Email,Midwest,Enterprise,2025-Q2,412.29,63138,2976,402,38,490059.42,45
CMP-0467,Content/SEO,Midwest,Mid-Market,2025-Q1,2066.52,386134,7985,713,15,126699.36,60
CMP-0468,Webinars,Northeast,SMB,2025-Q1,2902.5,388081,33228,5299,336,1943908.15,7
CMP-0469,Google Ads,Southeast,Mid-Market,2025-Q1,2952.55,327866,16643,1698,87,890213.88,60
CMP-0470,Content/SEO,Southeast,SMB,2025-Q2,3928.37,667209,18524,1518,48,203099.89,7
CMP-0471,Google Ads,Northeast,SMB,2025-Q2,3464.83,400016,11704,744,22,95065.65,45
CMP-0472,Webinars,Northeast,SMB,2025-Q2,5652.63,780632,42203,7136,329,2359560.71,45
CMP-0473,Google Ads,Northeast,SMB,2024-Q4,4828.59,644433,39853,7773,371,1547862.33,14
CMP-0474,Email,West,Mid-Market,2025-Q1,465.58,42411,2926,347,35,330489.31,14
CMP-0475,Trade Shows,Midwest,Mid-Market,2024-Q4,18797.57,3684224,33754,3932,507,8503902.65,30
CMP-0476,LinkedIn Ads,West,Enterprise,2025-Q1,5169.66,632852,9735,947,44,1164177.79,14
CMP-0477,LinkedIn Ads,West,Mid-Market,2024-Q4,10732.99,2125142,24304,2095,181,3298316.76,30
CMP-0478,Google Ads,Southeast,Enterprise,2024-Q4,7713.09,1371197,33520,3774,223,3102950.19,30
CMP-0479,Google Ads,International,Enterprise,2025-Q2,3068.31,568628,14251,904,37,642234.1,30
CMP-0480,Content/SEO,Northeast,Enterprise,2025-Q1,1775.62,236738,8039,767,25,531585.78,14
CMP-0481,LinkedIn Ads,International,SMB,2024-Q4,4107.68,641930,9479,1885,83,717272.4,14
CMP-0482,Webinars,Midwest,SMB,2025-Q1,5210.47,703182,89287,9778,1124,4704470.17,7
CMP-0483,LinkedIn Ads,Southeast,Mid-Market,2025-Q1,5960.33,987836,12111,1413,90,1235165.27,14
CMP-0484,Trade Shows,West,Mid-Market,2024-Q4,24710.95,2860405,15998,1891,200,4206022.74,30
CMP-0485,LinkedIn Ads,West,Enterprise,2025-Q2,5498.61,944513,14337,1287,85,2669887.84,45
CMP-0486,Google Ads,International,Mid-Market,2025-Q1,2414.92,318386,7770,1552,65,499803.75,30
CMP-0487,Email,Southeast,Mid-Market,2024-Q3,966.79,127887,5360,371,35,454436.64,14
CMP-0488,Email,Southeast,Mid-Market,2024-Q4,1267.54,248866,9895,1168,186,1962524.15,60
CMP-0489,Webinars,Southeast,Mid-Market,2025-Q2,5687.96,866544,49235,7293,584,5304720.67,14
CMP-0490,Google Ads,West,SMB,2024-Q4,4578.69,662550,29043,2563,113,531288.02,30
CMP-0491,Google Ads,Southeast,SMB,2025-Q2,6907.07,1263991,44834,5359,164,483085.77,60
CMP-0492,LinkedIn Ads,Northeast,SMB,2024-Q3,8924.25,1423131,18493,2908,122,729505.62,14
CMP-0493,Content/SEO,Northeast,Enterprise,2025-Q1,218.84,19528,250,37,1,18619.03,21
CMP-0494,Webinars,Midwest,Mid-Market,2024-Q3,1464.6,135073,8665,1617,167,2296052.23,7
CMP-0495,Webinars,Southeast,Mid-Market,2025-Q2,6109.18,1040847,78942,12561,1064,13521765.15,21
CMP-0496,Trade Shows,Northeast,SMB,2025-Q2,10060.34,1049719,10701,2137,133,1779851.97,60
CMP-0497,Trade Shows,International,SMB,2025-Q1,17520.51,2845907,36082,6637,489,7436925.51,30
CMP-0498,LinkedIn Ads,Northeast,SMB,2024-Q3,5562.17,674113,9491,942,33,298810.97,30
CMP-0499,Google Ads,Southeast,SMB,2025-Q2,4433.92,860343,51090,4853,175,654203.67,7
CMP-0500,Trade Shows,Northeast,Enterprise,2024-Q4,11497.11,1776846,21799,1247,163,7318073.8,60
